@RELATION unknow
@ATTRIBUTE a1 integer [27, 126]
@ATTRIBUTE a2 integer [-4821, 5075]
@ATTRIBUTE a3 integer [21, 149]
@ATTRIBUTE a4 integer [-3939, 3830]
@ATTRIBUTE a5 integer [-188, 436]
@ATTRIBUTE a6 integer [-13839, 13148]
@ATTRIBUTE a7 integer [-48, 105]
@ATTRIBUTE a8 integer [-353, 270]
@ATTRIBUTE a9 integer [-356, 266]
@ATTRIBUTE class {1,2,3,4,5,6,7}
@DATA
51, 0, 81, -3, 52, 8, 30, 30, 0, 1
43, 0, 90, 0, 42, -11, 47, 49, 2, 1
56, 0, 82, 6, -12, 23, 26, 95, 68, 4
44, 0, 83, 0, 42, -27, 39, 41, 2, 1
55, 0, 77, 0, 2, -22, 22, 75, 52, 4
45, 3, 88, 0, 44, 0, 43, 44, 0, 1
37, 0, 79, 0, 8, -18, 42, 71, 30, 1
37, 0, 77, 0, -24, -8, 41, 103, 62, 1
56, 0, 97, 0, 46, -20, 41, 50, 10, 4
37, 0, 79, 0, 36, 6, 41, 43, 2, 1
49, 0, 88, 1, 46, -26, 39, 41, 2, 1
45, 0, 86, -5, 44, 8, 40, 42, 2, 1
55, 0, 86, -7, 54, 0, 31, 32, 0, 1
56, 2, 96, -1, 52, 0, 40, 44, 4, 4
37, 0, 77, 0, 36, -10, 39, 41, 2, 1
56, 1, 95, 0, 56, 10, 39, 39, 0, 1
55, 2, 86, 0, 54, 0, 32, 32, 0, 1
45, 4, 87, 0, 44, 0, 43, 43, 0, 1
43, 0, 88, 0, 44, 23, 45, 44, 0, 1
37, 0, 76, 6, 34, -20, 39, 43, 4, 1
37, 0, 92, 0, 26, 25, 55, 66, 12, 1
38, 0, 92, 0, 24, 17, 54, 69, 14, 1
37, 0, 81, -1, 10, 0, 44, 70, 26, 1
42, 0, 79, 0, 42, 3, 37, 37, 0, 1
45, 0, 82, -15, 44, 0, 37, 38, 0, 1
41, 0, 86, -7, 42, 26, 45, 44, 0, 1
37, 0, 105, 1, 20, 0, 68, 84, 16, 1
37, 0, 96, 0, 20, 0, 59, 75, 16, 1
37, 0, 79, 0, 6, -30, 42, 74, 32, 1
42, 0, 81, 0, 42, 42, 39, 40, 0, 1
42, 0, 83, -1, 42, 0, 40, 41, 2, 1
55, 0, 77, 0, -28, -19, 21, 105, 84, 4
55, 0, 79, 0, 24, 9, 23, 55, 32, 4
55, -1, 79, -5, 20, -8, 23, 58, 34, 4
44, 5, 83, 0, 44, 0, 38, 39, 0, 1
44, -1, 82, 0, 44, 2, 38, 38, 0, 1
46, 0, 107, -3, 46, 1, 61, 60, 0, 1
39, 0, 78, 6, 38, 0, 39, 39, 0, 1
37, 0, 105, 6, 24, 29, 68, 82, 14, 1
37, 0, 79, 0, 28, -9, 42, 50, 8, 1
82, -2, 86, 0, -10, 1, 4, 96, 92, 5
104, 5, 105, 5, 70, 0, 1, 35, 34, 5
64, 0, 113, 0, 64, 11, 48, 48, 0, 1
46, 0, 81, 0, 44, -26, 35, 37, 2, 1
41, 2, 83, 1, 38, -3, 42, 44, 2, 1
37, -2, 107, 0, 36, -19, 69, 71, 2, 1
37, 0, 97, -1, 18, -1, 60, 79, 18, 1
39, 0, 81, -1, 38, -1, 43, 43, 0, 1
81, -1, 85, -2, -40, 0, 4, 126, 122, 5
56, 0, 79, 0, 12, -15, 23, 66, 42, 4
43, 0, 89, 0, 44, 24, 46, 45, 0, 1
55, 0, 93, -2, 10, -7, 37, 82, 46, 4
41, 3, 84, 0, 38, 0, 44, 46, 2, 1
43, -2, 77, 0, 44, 18, 34, 34, 0, 1
53, -3, 78, 0, 52, -24, 25, 26, 2, 1
37, 0, 79, 1, 12, -2, 43, 66, 24, 1
49, -1, 77, -1, 46, -13, 29, 31, 2, 1
37, 0, 79, -1, 26, 9, 43, 54, 10, 1
55, 0, 96, 8, 42, 0, 41, 55, 14, 4
44, 0, 91, -5, 44, 0, 47, 47, 0, 1
44, 1, 81, 0, 44, 9, 37, 37, 0, 1
56, 0, 81, 0, -14, 10, 25, 97, 72, 4
41, 1, 82, 0, 38, -18, 41, 43, 2, 1
38, 0, 78, 0, 38, 6, 40, 39, 0, 1
38, 0, 76, -6, 38, 0, 37, 37, 0, 1
47, 0, 79, 0, 46, 0, 32, 33, 0, 1
37, -4, 90, 0, 20, 0, 53, 69, 16, 1
45, 0, 109, 0, 46, 23, 64, 63, 0, 1
37, 3, 77, 0, 36, 15, 40, 41, 0, 1
37, -2, 77, 0, 36, -24, 40, 41, 2, 1
49, 0, 86, 0, 46, -11, 38, 40, 2, 1
55, 0, 78, 0, 26, 5, 23, 52, 30, 4
37, 0, 76, 0, 30, 27, 39, 45, 6, 1
46, 2, 81, 0, 46, 3, 35, 34, 0, 1
47, 0, 106, 0, 46, 0, 60, 60, 0, 1
83, 2, 86, 0, -2, 0, 3, 88, 86, 5
75, 0, 80, 4, -42, 0, 5, 124, 120, 5
37, 0, 84, 0, 18, -5, 47, 66, 18, 1
51, 0, 81, -1, 52, 5, 30, 30, 0, 1
85, 0, 88, 0, 2, -17, 3, 86, 82, 5
44, 0, 76, 0, 44, 6, 32, 32, 0, 1
40, -1, 100, 0, 38, 0, 61, 62, 2, 1
48, 5, 83, 8, 46, 0, 35, 37, 2, 1
54, 2, 83, 0, 54, 0, 28, 28, 0, 1
37, 0, 75, -3, 24, 0, 38, 52, 14, 1
54, 0, 81, -1, 54, 0, 27, 27, 0, 1
53, 0, 82, 0, 54, 26, 29, 28, 0, 1
37, 0, 75, 0, 18, -4, 38, 57, 18, 1
41, 0, 79, -3, 38, -22, 38, 40, 2, 1
53, -2, 83, 0, 52, -24, 30, 32, 2, 1
44, 0, 84, -1, 44, 0, 40, 40, 0, 1
48, 5, 86, 0, 46, 0, 39, 40, 2, 1
37, 0, 78, 0, 18, -4, 42, 60, 18, 1
56, 0, 97, 0, 54, 1, 41, 43, 2, 1
49, 4, 78, 0, 50, 21, 29, 29, 0, 1
55, 0, 95, -5, 42, 0, 40, 54, 14, 4
81, 0, 86, 0, -40, 2, 4, 127, 122, 5
37, 0, 104, 0, 18, 9, 66, 86, 20, 1
39, 0, 77, 2, 38, 0, 37, 38, 0, 1
47, 0, 79, 7, 46, 0, 32, 32, 0, 1
56, 0, 76, 0, -4, 37, 20, 81, 62, 4
39, 2, 75, 0, 38, 0, 35, 36, 0, 1
46, 2, 83, 0, 44, -25, 37, 39, 2, 1
52, 0, 83, 0, 52, -2, 30, 31, 0, 1
43, 0, 79, 0, 42, -16, 36, 38, 2, 1
37, 0, 79, -4, 34, 0, 42, 45, 2, 1
42, 0, 81, 0, 42, 5, 39, 39, 0, 1
45, -4, 86, 0, 44, -17, 41, 42, 2, 1
53, 0, 104, 1, 52, -29, 51, 52, 2, 1
55, 0, 77, 0, -2, 0, 21, 79, 58, 4
37, 0, 79, 0, 12, 16, 42, 66, 24, 1
42, 3, 83, 4, 42, 0, 41, 42, 0, 1
48, -3, 77, 0, 46, -1, 29, 31, 2, 1
37, -5, 79, 0, 38, 12, 41, 40, 0, 1
55, 0, 77, 0, -24, -3, 21, 103, 82, 4
49, 1, 80, 0, 46, -18, 31, 34, 2, 1
84, 0, 88, 0, -2, -12, 3, 90, 88, 5
55, -2, 83, 0, 54, 0, 29, 29, 0, 1
55, -1, 95, 0, 54, 0, 40, 41, 2, 1
37, 0, 78, 0, 18, 3, 41, 60, 18, 1
40, 1, 81, 0, 38, 0, 40, 42, 2, 1
41, 0, 88, 0, 38, -10, 47, 49, 2, 1
37, 0, 80, 0, 12, 4, 43, 67, 24, 1
46, -5, 107, 0, 46, 0, 61, 60, 0, 1
51, -2, 102, 0, 52, 19, 51, 50, 0, 1
104, 0, 105, 0, 70, 0, 1, 35, 34, 5
37, 0, 75, 0, 28, -7, 38, 46, 8, 1
41, 3, 82, 0, 38, -26, 41, 43, 2, 1
55, 0, 79, 0, 26, 12, 23, 53, 30, 4
49, 4, 85, 0, 50, 5, 36, 36, 0, 1
49, 0, 107, 0, 46, -3, 58, 60, 2, 1
56, 0, 83, 0, 56, 6, 26, 26, 0, 1
55, 0, 77, -1, 0, 10, 22, 77, 56, 4
55, 0, 81, 0, -10, -3, 25, 91, 66, 4
39, -5, 81, 0, 38, 0, 43, 43, 0, 1
49, 0, 89, 0, 50, 18, 40, 40, 0, 1
55, 0, 93, -2, 18, 0, 38, 75, 38, 4
53, -1, 84, 0, 52, -27, 31, 32, 2, 1
37, 0, 76, -4, 28, 0, 40, 48, 8, 1
37, 0, 76, 0, 36, 6, 38, 39, 2, 1
55, 0, 93, -1, 10, -2, 37, 82, 46, 4
38, 3, 76, 0, 38, 0, 37, 37, 0, 1
41, 0, 77, 0, 38, -15, 37, 39, 2, 1
56, 0, 97, 0, 42, 0, 40, 55, 14, 4
53, 0, 81, 0, 54, 8, 28, 27, 0, 1
41, 1, 88, 0, 38, -18, 47, 50, 2, 1
37, 0, 79, 0, 12, 10, 42, 66, 24, 1
37, 0, 77, -2, 28, -10, 40, 48, 8, 1
37, 0, 76, 0, 34, 30, 39, 42, 2, 1
55, 0, 77, 0, -6, 0, 21, 85, 64, 4
51, 0, 84, 0, 50, -4, 34, 35, 2, 1
47, 0, 86, -4, 46, 0, 39, 39, 0, 1
39, -2, 79, 5, 38, 0, 40, 41, 0, 1
55, 0, 79, 0, 26, 4, 23, 53, 30, 4
37, 0, 76, -1, 20, -2, 39, 55, 16, 1
58, 0, 87, 5, 56, 0, 30, 30, 0, 1
51, 0, 87, -4, 52, 1, 36, 35, 0, 1
51, 0, 87, 2, 52, 16, 36, 35, 0, 1
56, 1, 91, 0, 56, 1, 35, 34, 0, 1
37, -4, 75, 0, 34, 0, 38, 41, 4, 1
55, 0, 77, 0, -24, 13, 21, 103, 82, 4
37, 0, 76, -6, 36, 4, 40, 40, 0, 1
49, -3, 89, 0, 50, 0, 40, 40, 0, 1
41, 0, 78, 0, 38, -18, 37, 39, 2, 1
37, 0, 77, 0, 34, -4, 40, 44, 4, 1
37, 0, 77, -1, 20, 0, 40, 56, 16, 1
49, 0, 79, 0, 46, -2, 30, 32, 2, 1
56, 1, 81, 0, -22, -13, 25, 105, 80, 4
53, 0, 79, 0, 52, -21, 26, 27, 2, 1
56, 0, 77, 0, -2, -30, 21, 79, 58, 4
41, -3, 76, 0, 38, -19, 35, 37, 2, 1
37, 0, 106, -2, 28, -1, 69, 77, 8, 1
43, 0, 84, 0, 42, -13, 41, 43, 2, 1
41, -1, 86, 0, 38, -5, 45, 47, 2, 1
37, 0, 78, 0, 10, -2, 41, 68, 26, 1
55, 0, 93, 1, 54, 0, 38, 39, 2, 1
43, 0, 76, 0, 42, -9, 32, 34, 2, 1
37, -1, 81, 0, 38, 6, 43, 42, 0, 1
47, 0, 86, -6, 46, 0, 39, 39, 0, 1
37, 0, 76, 0, 36, -16, 39, 40, 2, 1
37, 0, 94, 0, 10, 24, 57, 84, 26, 1
51, -4, 78, 0, 52, 0, 27, 26, 0, 1
53, 3, 86, 0, 54, 0, 32, 32, 0, 1
56, -2, 97, 0, 46, 13, 41, 51, 10, 4
53, 2, 88, 0, 52, -12, 35, 36, 2, 1
43, 5, 76, 0, 42, 0, 32, 34, 2, 1
37, 0, 83, 0, 0, -29, 46, 83, 36, 1
51, 0, 87, 0, 50, -9, 36, 38, 2, 1
47, 1, 84, -7, 46, 0, 37, 38, 0, 1
41, 0, 86, 0, 38, -21, 46, 48, 2, 1
55, 3, 83, 0, 54, 0, 27, 28, 2, 1
42, 0, 79, -4, 42, 0, 37, 38, 0, 1
55, 0, 98, -3, 38, 0, 42, 59, 16, 4
53, 1, 86, -1, 54, 2, 32, 32, 0, 1
52, 0, 79, 0, 54, 25, 26, 24, 0, 1
56, 5, 97, 0, 50, 0, 40, 48, 8, 4
55, 3, 82, 0, 54, 0, 27, 28, 0, 1
43, -2, 76, 0, 42, -12, 33, 35, 2, 1
37, 0, 75, 0, 24, -3, 38, 52, 14, 1
37, 0, 78, 0, -6, -26, 42, 86, 44, 1
43, -2, 86, -5, 44, 21, 42, 42, 0, 1
46, 0, 87, 0, 44, -13, 41, 43, 2, 1
44, 0, 91, -1, 44, 0, 47, 47, 0, 1
41, 1, 76, 0, 42, 6, 34, 34, 0, 1
41, 0, 76, 0, 38, -26, 35, 37, 2, 1
45, 2, 77, 0, 44, 0, 31, 33, 2, 1
56, 0, 77, 0, 16, -10, 22, 62, 40, 4
44, -3, 82, 0, 44, 0, 38, 38, 0, 1
37, 0, 77, 2, 24, -24, 40, 54, 14, 1
42, 0, 81, 0, 42, 6, 39, 40, 0, 1
48, -4, 88, 0, 46, 0, 40, 42, 2, 1
37, 0, 79, 0, 36, 24, 41, 43, 2, 1
51, 4, 78, 0, 50, -18, 27, 29, 2, 1
37, -5, 81, 7, 36, 0, 44, 44, 0, 1
37, 0, 77, 0, 26, -4, 40, 51, 12, 1
56, 0, 92, 0, 54, 7, 36, 38, 2, 1
56, 1, 97, 0, 42, 0, 41, 55, 14, 4
41, 0, 82, -4, 38, -8, 41, 43, 2, 1
41, -4, 78, -3, 42, -5, 37, 37, 0, 1
50, 3, 95, -6, 50, 0, 45, 46, 0, 1
38, -3, 81, 0, 38, 0, 43, 43, 0, 1
52, -2, 81, 0, 52, -3, 29, 30, 0, 1
52, 0, 77, -2, 52, 0, 26, 26, 0, 1
37, 0, 78, 0, 34, -1, 41, 45, 4, 1
45, 0, 81, 0, 44, -1, 36, 37, 0, 1
42, 0, 76, -3, 42, -5, 34, 35, 2, 1
44, 2, 85, 0, 44, 3, 41, 41, 0, 1
55, 0, 79, 1, 24, 18, 24, 56, 32, 4
41, 0, 88, -4, 42, 19, 48, 47, 0, 1
42, 1, 88, 0, 42, 0, 47, 47, 0, 1
56, 0, 97, 3, 50, -4, 41, 48, 6, 4
50, 1, 78, -4, 50, 0, 29, 29, 0, 1
37, 1, 90, -2, 6, 0, 53, 85, 32, 1
41, -1, 78, -5, 38, -11, 37, 39, 2, 1
50, -1, 87, 0, 50, 0, 37, 38, 0, 1
55, 0, 87, 0, 54, -4, 32, 33, 2, 1
53, 0, 79, 0, 54, 11, 26, 24, 0, 1
37, 0, 77, 0, 16, 12, 40, 61, 22, 1
37, 0, 97, 0, 18, -21, 60, 79, 18, 1
55, 0, 77, 0, -28, -13, 21, 105, 84, 4
53, 0, 87, 0, 52, -16, 34, 35, 2, 1
37, 0, 97, 0, 28, -15, 60, 69, 8, 1
37, 0, 81, -5, 38, 14, 43, 42, 0, 1
42, 0, 82, 0, 42, 0, 40, 41, 0, 1
41, -1, 78, 0, 38, -23, 37, 39, 2, 1
44, 1, 87, 0, 44, 16, 43, 43, 0, 1
56, 0, 79, 0, 56, 5, 24, 23, 0, 1
56, -5, 86, 0, 56, 0, 29, 29, 0, 1
37, 0, 106, 0, 26, 11, 68, 80, 12, 1
56, 0, 93, 1, 46, 0, 37, 46, 10, 4
46, 0, 83, 0, 46, 13, 37, 36, 0, 1
46, 0, 83, 2, 46, 0, 37, 36, 0, 1
56, -1, 97, 7, 52, 0, 41, 45, 4, 4
46, 3, 108, 0, 46, 11, 62, 61, 0, 1
37, 0, 80, 0, 36, 30, 43, 44, 2, 1
42, -5, 79, 0, 42, 0, 36, 37, 2, 1
53, 0, 81, 0, 52, -21, 28, 30, 2, 1
56, 0, 78, 1, 44, 0, 22, 34, 12, 4
55, -4, 78, 0, 56, 30, 23, 21, 0, 1
56, 0, 86, 0, 56, 6, 31, 30, 0, 1
55, 0, 82, 6, -12, 0, 26, 95, 68, 4
53, 4, 81, 0, 54, 6, 28, 27, 0, 1
46, 0, 86, -4, 46, 0, 40, 40, 0, 1
41, 0, 81, -2, 42, -4, 40, 40, 0, 1
39, 0, 78, 0, 38, 0, 39, 39, 0, 1
59, 0, 108, 0, 56, -13, 49, 51, 2, 1
37, 0, 80, 3, 26, 1, 43, 54, 12, 1
39, 0, 81, -5, 38, 0, 41, 42, 0, 1
51, -2, 82, 0, 52, 23, 31, 30, 0, 1
41, 0, 84, 2, 38, -9, 43, 45, 2, 1
37, 0, 78, 0, -4, 28, 41, 83, 42, 1
44, -4, 77, 0, 44, 21, 33, 33, 0, 1
37, 5, 108, 0, 36, 0, 71, 72, 0, 1
53, 1, 86, 0, 54, 12, 33, 32, 0, 1
39, 16, 77, 0, 28, 0, 37, 48, 12, 1
37, 2, 76, 0, 34, 0, 39, 43, 4, 1
38, 4, 77, 0, 38, 10, 39, 38, 0, 1
56, 0, 87, 0, 56, 14, 31, 30, 0, 1
38, 1, 92, 0, 12, 16, 54, 79, 24, 1
52, -5, 87, 2, 52, -4, 35, 35, 0, 1
56, -5, 87, 0, 56, 0, 31, 30, 0, 1
58, 0, 86, -6, 56, 0, 28, 29, 0, 1
37, 0, 105, 0, 24, 18, 68, 82, 14, 1
45, 0, 84, 0, 44, -6, 40, 41, 2, 1
54, 0, 108, 5, 54, 0, 54, 54, 0, 1
41, 0, 84, 0, 42, 17, 44, 43, 0, 1
37, 0, 95, 1, 10, 5, 57, 84, 28, 1
64, 3, 113, 0, 64, 22, 48, 48, 0, 1
